cod_municipio,municipio,estado,ano,producao_kg,valor_producao_mil_reais,preco_medio_kg
2509404,Mogeiro,PB,2006,4500.0,41.0,9.11111111111111
2509909,Natuba,PB,2006,660.0,5.0,7.575757575757576
2510659,Parari,PB,2006,100.0,1.0,10.0
2512721,Pedro Régis,PB,2006,1640.0,9.0,5.487804878048781
2512408,Puxinanã,PB,2006,900.0,9.0,10.0
2512507,Queimadas,PB,2006,4500.0,45.0,10.0
2512804,Riacho dos Cavalos,PB,2006,8000.0,32.0,4.0
2512903,Rio Tinto,PB,2006,3099.0,18.0,5.808325266214908
2513109,Salgado de São Félix,PB,2006,14350.0,115.0,8.013937282229966
2513158,Santa Cecília,PB,2006,250.0,3.0,12.0
2515302,Sapé,PB,2006,131.0,1.0,7.633587786259542
2515807,Serra Redonda,PB,2006,70.0,1.0,14.285714285714286
2515971,Sobrado,PB,2006,105.0,1.0,9.523809523809524
2513901,São Bento,PB,2006,1000.0,4.0,4.0
2513943,São Domingos do Cariri,PB,2006,50.0,1.0,20.0
2514008,São João do Cariri,PB,2006,650.0,7.0,10.76923076923077
2517407,Zabelê,PB,2006,50.0,1.0,20.0
2600054,Abreu e Lima,PE,2006,12000.0,240.0,20.0
2600104,Afogados da Ingazeira,PE,2006,3000.0,24.0,8.0
2600807,Altinho,PE,2006,40.0,0.0,0.0
2600906,Amaraji,PE,2006,1396.0,13.0,9.312320916905444
2601102,Araripina,PE,2006,378000.0,756.0,2.0
2601052,Araçoiaba,PE,2006,2000.0,40.0,20.0
2601409,Barreiros,PE,2006,270.0,4.0,14.814814814814815
2601508,Belém de Maria,PE,2006,3050.0,34.0,11.147540983606557
2601607,Belém do São Francisco,PE,2006,200.0,2.0,10.0
2601805,Betânia,PE,2006,1950.0,9.0,4.615384615384615
2601904,Bezerros,PE,2006,10259.0,92.0,8.967735646749196
2602001,Bodocó,PE,2006,45000.0,135.0,3.0
2602100,Bom Conselho,PE,2006,470.0,9.0,19.148936170212767
2602209,Bom Jardim,PE,2006,3600.0,43.0,11.944444444444445
2602308,Bonito,PE,2006,1920.0,18.0,9.375
2602803,Buíque,PE,2006,700.0,4.0,5.714285714285714
2602902,Cabo de Santo Agostinho,PE,2006,4097.0,10.0,2.44081034903588
2603454,Camaragibe,PE,2006,1005.0,2.0,1.9900497512437811
2604106,Caruaru,PE,2006,4300.0,32.0,7.441860465116279
2604155,Casinhas,PE,2006,200.0,2.0,10.0
2604502,Chã Grande,PE,2006,425.0,3.0,7.0588235294117645
2604809,Cortês,PE,2006,40.0,0.0,0.0
2604908,Cumaru,PE,2006,1800.0,25.0,13.88888888888889
2605103,Custódia,PE,2006,20000.0,120.0,6.0
2605202,Escada,PE,2006,543.0,5.0,9.208103130755065
2605301,Exu,PE,2006,7000.0,28.0,4.0
2605400,Feira Nova,PE,2006,300.0,4.0,13.333333333333334
2605707,Floresta,PE,2006,3850.0,19.0,4.935064935064935
2606309,Granito,PE,2006,4000.0,10.0,2.5
2606408,Gravatá,PE,2006,4910.0,42.0,8.55397148676171
2606606,Ibimirim,PE,2006,200000.0,1200.0,6.0
2606804,Igarassu,PE,2006,15000.0,300.0,20.0
2607307,Ipubi,PE,2006,120000.0,300.0,2.5
2607703,Itapetim,PE,2006,3000.0,24.0,8.0
2607752,Itapissuma,PE,2006,1000.0,20.0,20.0
2607901,Jaboatão dos Guararapes,PE,2006,30929.0,88.0,2.8452261631478546
2608057,Jatobá,PE,2006,5250.0,26.0,4.9523809523809526
2608107,João Alfredo,PE,2006,650.0,10.0,15.384615384615385
2608503,Lagoa de Itaenga,PE,2006,150.0,2.0,13.333333333333334
2608453,Lagoa do Carro,PE,2006,400.0,4.0,10.0
2608701,Lagoa dos Gatos,PE,2006,50.0,0.0,0.0
2608909,Limoeiro,PE,2006,400.0,4.0,10.0
2609303,Mirandiba,PE,2006,800.0,6.0,7.5
2614303,Moreilândia,PE,2006,800.0,6.0,7.5
2609402,Moreno,PE,2006,4033.0,10.0,2.479543763947434
2609709,Orobó,PE,2006,60.0,1.0,16.666666666666668
2609907,Ouricuri,PE,2006,76000.0,152.0,2.0
2610004,Palmares,PE,2006,550.0,8.0,14.545454545454545
2610202,Panelas,PE,2006,100.0,1.0,10.0
2610400,Parnamirim,PE,2006,10000.0,80.0,8.0
2610509,Passira,PE,2006,39000.0,585.0,15.0
2610608,Paudalho,PE,2006,800.0,10.0,12.5
2611002,Petrolândia,PE,2006,8500.0,28.0,3.2941176470588234
2611309,Pombos,PE,2006,750.0,6.0,8.0
2611408,Primavera,PE,2006,1237.0,9.0,7.275666936135813
2611606,Recife,PE,2006,682.0,1.0,1.466275659824047
2611705,Riacho das Almas,PE,2006,3250.0,24.0,7.384615384615385
2611804,Ribeirão,PE,2006,300.0,5.0,16.666666666666668
2611903,Rio Formoso,PE,2006,58.0,1.0,17.24137931034483
2612208,Salgueiro,PE,2006,3500.0,28.0,8.0
2612406,Sanharó,PE,2006,320.0,3.0,9.375
2612455,Santa Cruz,PE,2006,2975.0,13.0,4.369747899159663
2612554,Santa Filomena,PE,2006,6000.0,18.0,3.0
2613909,Serra Talhada,PE,2006,15000.0,65.0,4.333333333333333
2614006,Serrita,PE,2006,2800.0,22.0,7.857142857142857
2614105,Sertânia,PE,2006,2000.0,12.0,6.0
2614204,Sirinhaém,PE,2006,50.0,1.0,20.0
2614402,Solidão,PE,2006,210.0,1.0,4.761904761904762
2614501,Surubim,PE,2006,900.0,14.0,15.555555555555555
2613107,São Caitano,PE,2006,40.0,0.0,0.0
2613305,São Joaquim do Monte,PE,2006,490.0,4.0,8.16326530612245
2613503,São José do Belmonte,PE,2006,17600.0,58.0,3.2954545454545454
2614600,Tabira,PE,2006,400.0,3.0,7.5
2614709,Tacaimbó,PE,2006,2000.0,20.0,10.0
2614808,Tacaratu,PE,2006,2200.0,11.0,5.0
2615003,Taquaritinga do Norte,PE,2006,80.0,1.0,12.5
2615300,Timbaúba,PE,2006,100.0,1.0,10.0
2615607,Trindade,PE,2006,61000.0,122.0,2.0
2615706,Triunfo,PE,2006,450.0,2.0,4.444444444444445
2616100,Verdejante,PE,2006,2250.0,18.0,8.0
2616183,Vertente do Lério,PE,2006,900.0,14.0,15.555555555555555
2616209,Vertentes,PE,2006,240.0,4.0,16.666666666666668
2200053,Acauã,PI,2006,8344.0,21.0,2.5167785234899327
2200103,Agricolândia,PI,2006,10100.0,25.0,2.4752475247524752
2200251,Alagoinha do Piauí,PI,2006,8157.0,20.0,2.45188181929631
2200277,Alegrete do Piauí,PI,2006,7872.0,20.0,2.540650406504065
2200459,Alvorada do Gurguéia,PI,2006,200.0,1.0,5.0
2200707,Anísio de Abreu,PI,2006,59089.0,148.0,2.504696305572949
2200905,Aroazes,PI,2006,7225.0,18.0,2.491349480968858
2200954,Aroeiras do Itaim,PI,2006,2334.0,6.0,2.570694087403599
2201002,Arraial,PI,2006,500.0,1.0,2.0
2201101,Avelino Lopes,PI,2006,300.0,1.0,3.3333333333333335
2201408,Barro Duro,PI,2006,4300.0,11.0,2.558139534883721
2201507,Batalha,PI,2006,6665.0,17.0,2.550637659414854
2201556,Bela Vista do Piauí,PI,2006,14550.0,36.0,2.4742268041237114
2201572,Belém do Piauí,PI,2006,4367.0,11.0,2.5188916876574305
2201705,Bertolínia,PI,2006,2500.0,5.0,2.0
2201739,Betânia do Piauí,PI,2006,13611.0,34.0,2.4979795753434724
2201804,Bocaina,PI,2006,891.0,2.0,2.244668911335578
2201903,Bom Jesus,PI,2006,4200.0,15.0,3.5714285714285716
2201919,Bom Princípio do Piauí,PI,2006,740.0,2.0,2.7027027027027026
2201929,Bonfim do Piauí,PI,2006,41845.0,105.0,2.509260365635082
2201960,Brasileira,PI,2006,2420.0,6.0,2.479338842975207
2202091,Caldeirão Grande do Piauí,PI,2006,1443.0,4.0,2.772002772002772
2202109,Campinas do Piauí,PI,2006,15907.0,32.0,2.0116929653611617
2202117,Campo Alegre do Fidalgo,PI,2006,6150.0,12.0,1.951219512195122
2202133,Campo Grande do Piauí,PI,2006,211862.0,424.0,2.0013027347990673
2202208,Campo Maior,PI,2006,116802.0,350.0,2.9965240321227378
2202307,Canto do Buriti,PI,2006,31977.0,96.0,3.0021578009194108
2202455,Capitão Gervásio Oliveira,PI,2006,5135.0,10.0,1.9474196689386563
2202505,Caracol,PI,2006,6211.0,16.0,2.576074706166479
2202554,Caridade do Piauí,PI,2006,1408.0,4.0,2.840909090909091
2202752,Colônia do Gurguéia,PI,2006,900.0,4.0,4.444444444444445
2202778,Colônia do Piauí,PI,2006,52070.0,104.0,1.9973113116957941
2202802,Conceição do Canindé,PI,2006,125125.0,250.0,1.998001998001998
2202851,Coronel José Dias,PI,2006,31792.0,79.0,2.484901862103674
2203107,Cristino Castro,PI,2006,10000.0,35.0,3.5
2203230,Currais,PI,2006,50.0,0.0,0.0
2203255,Curralinhos,PI,2006,5600.0,22.0,3.9285714285714284
2203354,Dirceu Arcoverde,PI,2006,3887.0,10.0,2.572678157962439
2203404,Dom Expedito Lopes,PI,2006,4125.0,10.0,2.4242424242424243
2203453,Dom Inocêncio,PI,2006,11360.0,28.0,2.464788732394366
2203420,Domingos Mourão,PI,2006,213.0,1.0,4.694835680751174
2203602,Eliseu Martins,PI,2006,800.0,4.0,5.0
2203701,Esperantina,PI,2006,31900.0,80.0,2.5078369905956115
2203750,Fartura do Piauí,PI,2006,13250.0,33.0,2.490566037735849
2203800,Flores do Piauí,PI,2006,10400.0,22.0,2.1153846153846154
2203859,Floresta do Piauí,PI,2006,13618.0,27.0,1.9826699955940668
2203909,Floriano,PI,2006,19800.0,50.0,2.525252525252525
2204204,Francisco Santos,PI,2006,103915.0,260.0,2.5020449405764325
2204303,Fronteiras,PI,2006,9574.0,24.0,2.5067892208063505
2204352,Geminiano,PI,2006,64482.0,161.0,2.4968208182128344
2204501,Guadalupe,PI,2006,4305.0,13.0,3.0197444831591174
2204550,Guaribas,PI,2006,475.0,1.0,2.1052631578947367
2204600,Hugo Napoleão,PI,2006,3028.0,8.0,2.642007926023778
2204709,Inhuma,PI,2006,10172.0,25.0,2.457727093983484
2204808,Ipiranga do Piauí,PI,2006,3590.0,9.0,2.5069637883008355
2204907,Isaías Coelho,PI,2006,60887.0,152.0,2.4964278088918817
2205003,Itainópolis,PI,2006,405316.0,1013.0,2.4992845088770244
2205102,Itaueira,PI,2006,5200.0,11.0,2.1153846153846154
2205151,Jacobina do Piauí,PI,2006,44172.0,110.0,2.4902653264511456
2205201,Jaicós,PI,2006,115926.0,290.0,2.501595845625658
2205250,Jardim do Mulato,PI,2006,800.0,2.0,2.5
2205276,Jatobá do Piauí,PI,2006,7587.0,15.0,1.9770660340055357
2205300,Jerumenha,PI,2006,10000.0,20.0,2.0
2205409,Joaquim Pires,PI,2006,7900.0,20.0,2.5316455696202533
2205458,Joca Marques,PI,2006,445.0,1.0,2.247191011235955
2205359,João Costa,PI,2006,48602.0,97.0,1.99580264186659
2205532,Jurema,PI,2006,18422.0,46.0,2.4970144392574096
2205573,Lagoa de São Francisco,PI,2006,3283.0,8.0,2.436795613767895
2205565,Lagoa do Barro do Piauí,PI,2006,5840.0,12.0,2.0547945205479454
2205581,Lagoa do Piauí,PI,2006,220.0,1.0,4.545454545454546
2205599,Lagoa do Sítio,PI,2006,11800.0,26.0,2.2033898305084745
2205805,Luzilândia,PI,2006,1600.0,4.0,2.5
2205706,Luís Correia,PI,2006,1210.0,4.0,3.3057851239669422
2205854,Madeiro,PI,2006,458.0,1.0,2.183406113537118
2205904,Manoel Emídio,PI,2006,11500.0,23.0,2.0
2205953,Marcolândia,PI,2006,9710.0,24.0,2.47167868177137
2206050,Massapê do Piauí,PI,2006,3588.0,9.0,2.508361204013378
2206100,Matias Olímpio,PI,2006,425.0,1.0,2.3529411764705883
2206407,Monsenhor Gil,PI,2006,3960.0,16.0,4.040404040404041
2206506,Monsenhor Hipólito,PI,2006,64379.0,161.0,2.500815483309775
2206670,Morro do Chapéu do Piauí,PI,2006,4489.0,11.0,2.450434395188238
2206704,Nazaré do Piauí,PI,2006,10000.0,25.0,2.5
2207959,Nova Santa Rita,PI,2006,800.0,2.0,2.5
2206902,Novo Oriente do Piauí,PI,2006,1860.0,4.0,2.150537634408602
2207009,Oeiras,PI,2006,72675.0,145.0,1.9951840385276918
2207207,Padre Marcos,PI,2006,15538.0,39.0,2.5099755438280344
2207306,Paes Landim,PI,2006,70695.0,141.0,1.9944833439422873
2207504,Palmeirais,PI,2006,1450.0,7.0,4.827586206896552
2207553,Paquetá,PI,2006,10874.0,27.0,2.482986941327938
2207702,Parnaíba,PI,2006,5065.0,19.0,3.751233958538993
2207751,Passagem Franca do Piauí,PI,2006,1670.0,4.0,2.395209580838323
2207777,Patos do Piauí,PI,2006,1309.0,3.0,2.291825821237586
2207801,Paulistana,PI,2006,54208.0,136.0,2.508854781582054
2207850,Pavussu,PI,2006,2300.0,5.0,2.1739130434782608
2207900,Pedro II,PI,2006,56382.0,141.0,2.5007981270618282
2207934,Pedro Laurentino,PI,2006,30585.0,61.0,1.9944417197972863
2208007,Picos,PI,2006,525297.0,1313.0,2.4995383563964766
2208106,Pimenteiras,PI,2006,185748.0,464.0,2.498008053922519
2208205,Pio IX,PI,2006,62349.0,156.0,2.5020449405764325
2208304,Piracuruca,PI,2006,39700.0,143.0,3.602015113350126
2208403,Piripiri,PI,2006,48279.0,169.0,3.5004867540752707
2208601,Prata do Piauí,PI,2006,100.0,0.0,0.0
2208650,Queimada Nova,PI,2006,36428.0,91.0,2.498078401229823
2208700,Redenção do Gurguéia,PI,2006,6500.0,26.0,4.0
2208809,Regeneração,PI,2006,800.0,2.0,2.5
2208874,Ribeira do Piauí,PI,2006,16000.0,40.0,2.5
2209005,Rio Grande do Piauí,PI,2006,4000.0,9.0,2.25
2209104,Santa Cruz do Piauí,PI,2006,21400.0,43.0,2.0093457943925235
2209153,Santa Cruz dos Milagres,PI,2006,6760.0,17.0,2.514792899408284
2209302,Santa Luz,PI,2006,4200.0,16.0,3.8095238095238093
2209377,Santa Rosa do Piauí,PI,2006,2800.0,7.0,2.5
2209351,Santana do Piauí,PI,2006,1727.0,4.0,2.3161551823972206
2209401,Santo Antônio de Lisboa,PI,2006,126227.0,316.0,2.5034263667836516
2209500,Santo Inácio do Piauí,PI,2006,22313.0,45.0,2.0167615291534084
2210656,Sigefredo Pacheco,PI,2006,1910.0,6.0,3.141361256544503
2210805,Simplício Mendes,PI,2006,76141.0,190.0,2.4953704311737432
2210706,Simões,PI,2006,176994.0,442.0,2.4972597941173147
2210904,Socorro do Piauí,PI,2006,31000.0,78.0,2.5161290322580645
2210938,Sussuapara,PI,2006,9783.0,24.0,2.453235203925176
2209559,São Braz do Piauí,PI,2006,41447.0,104.0,2.509228653461047
2209658,São Francisco de Assis do Piauí,PI,2006,19837.0,50.0,2.520542420728941
2209708,São Francisco do Piauí,PI,2006,5148.0,13.0,2.525252525252525
2209609,São Félix do Piauí,PI,2006,120.0,0.0,0.0
2209807,São Gonçalo do Piauí,PI,2006,1900.0,5.0,2.6315789473684212
2210052,São José do Divino,PI,2006,740.0,3.0,4.054054054054054
2210102,São José do Peixe,PI,2006,12000.0,30.0,2.5
2210201,São José do Piauí,PI,2006,183148.0,458.0,2.500709808460917
2209856,São João da Canabrava,PI,2006,112.0,0.0,0.0
2209872,São João da Fronteira,PI,2006,538.0,2.0,3.717472118959108
2209955,São João da Varjota,PI,2006,2159.0,4.0,1.8527095877721167
2209971,São João do Arraial,PI,2006,118.0,0.0,0.0
2210003,São João do Piauí,PI,2006,6064.0,12.0,1.9788918205804749
2210300,São Julião,PI,2006,11706.0,29.0,2.4773620365624467
2210359,São Lourenço do Piauí,PI,2006,10985.0,27.0,2.4578971324533456
2210375,São Luis do Piauí,PI,2006,2459.0,6.0,2.4400162667751117
2210391,São Miguel do Fidalgo,PI,2006,11700.0,35.0,2.9914529914529915
2210409,São Miguel do Tapuio,PI,2006,10414.0,31.0,2.976762051085078
2210508,São Pedro do Piauí,PI,2006,17525.0,44.0,2.5106990014265333
2210607,São Raimundo Nonato,PI,2006,66004.0,165.0,2.499848494030665
2211308,Valença do Piauí,PI,2006,17558.0,44.0,2.5059801799749404
2211506,Vera Mendes,PI,2006,10523.0,26.0,2.4707782951629764
2211605,Vila Nova do Piauí,PI,2006,3894.0,10.0,2.568053415511043
2211357,Várzea Branca,PI,2006,18450.0,37.0,2.005420054200542
2211407,Várzea Grande,PI,2006,1499.0,4.0,2.66844563042028
2211704,Wall Ferraz,PI,2006,18040.0,36.0,1.9955654101995566
2200202,Água Branca,PI,2006,700.0,2.0,2.857142857142857
4100202,Adrianópolis,PR,2006,5192.0,18.0,3.4668721109399074
4100301,Agudos do Sul,PR,2006,15000.0,68.0,4.533333333333333
4100400,Almirante Tamandaré,PR,2006,1720.0,6.0,3.488372093023256
4100459,Altamira do Paraná,PR,2006,1250.0,4.0,3.2
4100608,Alto Paraná,PR,2006,2400.0,19.0,7.916666666666667
4128625,Alto Paraíso,PR,2006,1850.0,6.0,3.2432432432432434
4100707,Alto Piquiri,PR,2006,1000.0,4.0,4.0
4100509,Altônia,PR,2006,35000.0,105.0,3.0
4100905,Amaporã,PR,2006,1150.0,6.0,5.217391304347826
4101002,Ampére,PR,2006,12442.0,68.0,5.465359266998875
4101051,Anahy,PR,2006,551.0,3.0,5.44464609800363
4101101,Andirá,PR,2006,160.0,1.0,6.25
4101200,Antonina,PR,2006,850.0,9.0,10.588235294117647
4101309,Antônio Olinto,PR,2006,15000.0,68.0,4.533333333333333
4101408,Apucarana,PR,2006,8500.0,68.0,8.0
4101507,Arapongas,PR,2006,2844.0,19.0,6.680731364275668
4101606,Arapoti,PR,2006,26936.0,189.0,7.016632016632016
4101655,Arapuã,PR,2006,2400.0,15.0,6.25
4101705,Araruna,PR,2006,18000.0,87.0,4.833333333333333
4101804,Araucária,PR,2006,40000.0,140.0,3.5
4101853,Ariranha do Ivaí,PR,2006,650.0,4.0,6.153846153846154
4101903,Assaí,PR,2006,1200.0,5.0,4.166666666666667
4102000,Assis Chateaubriand,PR,2006,11690.0,88.0,7.527801539777587
4102109,Astorga,PR,2006,1004.0,7.0,6.972111553784861
4102208,Atalaia,PR,2006,600.0,5.0,8.333333333333334
4102307,Balsa Nova,PR,2006,9000.0,56.0,6.222222222222222
4102406,Bandeirantes,PR,2006,500.0,5.0,10.0
4102505,Barbosa Ferraz,PR,2006,6500.0,31.0,4.769230769230769
4102703,Barra do Jacaré,PR,2006,150.0,1.0,6.666666666666667
4102604,Barracão,PR,2006,13600.0,88.0,6.470588235294118
4102752,Bela Vista da Caroba,PR,2006,10752.0,59.0,5.487351190476191
4102901,Bituruna,PR,2006,60000.0,270.0,4.5
4103008,Boa Esperança,PR,2006,1110.0,3.0,2.7027027027027026
4103024,Boa Esperança do Iguaçu,PR,2006,5400.0,35.0,6.481481481481482
4103040,Boa Ventura de São Roque,PR,2006,3000.0,15.0,5.0
4103057,Boa Vista da Aparecida,PR,2006,4859.0,23.0,4.733484256019757
4103107,Bocaiúva do Sul,PR,2006,75398.0,257.0,3.408578476882676
4103156,Bom Jesus do Sul,PR,2006,8000.0,52.0,6.5
4103206,Bom Sucesso,PR,2006,1000.0,8.0,8.0
4103222,Bom Sucesso do Sul,PR,2006,4767.0,31.0,6.503041745332494
4103305,Borrazópolis,PR,2006,1375.0,10.0,7.2727272727272725
4103354,Braganey,PR,2006,3680.0,18.0,4.891304347826087
4103370,Brasilândia do Sul,PR,2006,834.0,3.0,3.597122302158273
4103453,Cafelândia,PR,2006,1200.0,9.0,7.5
4103479,Cafezal do Sul,PR,2006,520.0,2.0,3.8461538461538463
4103503,Califórnia,PR,2006,3000.0,21.0,7.0
4103602,Cambará,PR,2006,500.0,5.0,10.0
4103800,Cambira,PR,2006,1200.0,10.0,8.333333333333334
4103701,Cambé,PR,2006,1406.0,10.0,7.112375533428165
4104006,Campina Grande do Sul,PR,2006,16966.0,58.0,3.4186019097017564
4103909,Campina da Lagoa,PR,2006,2350.0,16.0,6.808510638297872
4103958,Campina do Simão,PR,2006,21000.0,105.0,5.0
4104055,Campo Bonito,PR,2006,4000.0,19.0,4.75
4104204,Campo Largo,PR,2006,45200.0,158.0,3.495575221238938
4104253,Campo Magro,PR,2006,1720.0,6.0,3.488372093023256
4104303,Campo Mourão,PR,2006,20700.0,100.0,4.830917874396135
4104105,Campo do Tenente,PR,2006,5000.0,23.0,4.6
4104428,Candói,PR,2006,4100.0,21.0,5.121951219512195
4104451,Cantagalo,PR,2006,10000.0,50.0,5.0
4104501,Capanema,PR,2006,29500.0,161.0,5.4576271186440675
4104600,Capitão Leônidas Marques,PR,2006,13408.0,65.0,4.847852028639618
4104659,Carambeí,PR,2006,2400.0,13.0,5.416666666666667
4104808,Cascavel,PR,2006,28000.0,135.0,4.821428571428571
4104907,Castro,PR,2006,22790.0,125.0,5.484861781483106
4105003,Catanduvas,PR,2006,3110.0,15.0,4.823151125401929
4105102,Centenário do Sul,PR,2006,1220.0,8.0,6.557377049180328
4105201,Cerro Azul,PR,2006,35200.0,120.0,3.409090909090909
4105409,Chopinzinho,PR,2006,26964.0,175.0,6.490134994807892
4105508,Cianorte,PR,2006,25000.0,100.0,4.0
4105607,Cidade Gaúcha,PR,2006,720.0,5.0,6.944444444444445
4105706,Clevelândia,PR,2006,11416.0,74.0,6.482130343377715
4105805,Colombo,PR,2006,4241.0,14.0,3.3011082291912284
4105904,Colorado,PR,2006,400.0,3.0,7.5
4106001,Congonhinhas,PR,2006,1200.0,5.0,4.166666666666667
4106100,Conselheiro Mairinck,PR,2006,27.0,0.0,0.0
4106209,Contenda,PR,2006,15000.0,113.0,7.533333333333333
4106308,Corbélia,PR,2006,936.0,5.0,5.3418803418803416
4106407,Cornélio Procópio,PR,2006,1300.0,5.0,3.8461538461538463
4106456,Coronel Domingos Soares,PR,2006,4000.0,18.0,4.5
4106506,Coronel Vivida,PR,2006,39644.0,258.0,6.507920492382201
4106555,Corumbataí do Sul,PR,2006,600.0,3.0,5.0
4106803,Cruz Machado,PR,2006,209000.0,941.0,4.502392344497608
4106571,Cruzeiro do Iguaçu,PR,2006,17300.0,112.0,6.473988439306359
4106605,Cruzeiro do Oeste,PR,2006,1268.0,4.0,3.1545741324921135
4106852,Cruzmaltina,PR,2006,260.0,2.0,7.6923076923076925
4106902,Curitiba,PR,2006,2250.0,16.0,7.111111111111111
4107009,Curiúva,PR,2006,25000.0,121.0,4.84
4104402,Cândido de Abreu,PR,2006,12000.0,73.0,6.083333333333333
4105300,Céu Azul,PR,2006,16470.0,74.0,4.493017607771706
4107157,Diamante D'Oeste,PR,2006,27000.0,122.0,4.518518518518518
4107108,Diamante do Norte,PR,2006,3050.0,15.0,4.918032786885246
4107124,Diamante do Sul,PR,2006,2631.0,13.0,4.941087039148613
4107207,Dois Vizinhos,PR,2006,22100.0,144.0,6.515837104072398
4107256,Douradina,PR,2006,1098.0,4.0,3.6429872495446265
4107306,Doutor Camargo,PR,2006,1200.0,9.0,7.5
4128633,Doutor Ulysses,PR,2006,18832.0,74.0,3.929481733220051
4107504,Engenheiro Beltrão,PR,2006,500.0,2.0,4.0
4107538,Entre Rios do Oeste,PR,2006,15000.0,75.0,5.0
4107405,Enéas Marques,PR,2006,12300.0,80.0,6.504065040650406
4107520,Esperança Nova,PR,2006,955.0,3.0,3.141361256544503
4107546,Espigão Alto do Iguaçu,PR,2006,12055.0,78.0,6.470344255495645
4107553,Farol,PR,2006,250.0,1.0,4.0
4107603,Faxinal,PR,2006,2200.0,13.0,5.909090909090909
4107652,Fazenda Rio Grande,PR,2006,1500.0,11.0,7.333333333333333
4107736,Fernandes Pinheiro,PR,2006,7300.0,37.0,5.068493150684931
4107751,Figueira,PR,2006,9000.0,43.0,4.777777777777778
4107850,Flor da Serra do Sul,PR,2006,5450.0,35.0,6.422018348623853
4107801,Floraí,PR,2006,2500.0,20.0,8.0
4107900,Floresta,PR,2006,1180.0,9.0,7.627118644067797
4108007,Florestópolis,PR,2006,1310.0,9.0,6.870229007633588
4108106,Flórida,PR,2006,120.0,1.0,8.333333333333334
4108205,Formosa do Oeste,PR,2006,3920.0,29.0,7.3979591836734695
4108304,Foz do Iguaçu,PR,2006,14000.0,70.0,5.0
4108452,Foz do Jordão,PR,2006,1360.0,7.0,5.147058823529412
4108320,Francisco Alves,PR,2006,600.0,2.0,3.3333333333333335
4108403,Francisco Beltrão,PR,2006,33300.0,216.0,6.486486486486487
4107702,Fênix,PR,2006,200.0,1.0,5.0
4108502,General Carneiro,PR,2006,69000.0,317.0,4.594202898550725
4108551,Godoy Moreira,PR,2006,2100.0,13.0,6.190476190476191
4108601,Goioerê,PR,2006,12000.0,36.0,3.0
4108650,Goioxim,PR,2006,9700.0,49.0,5.051546391752577
4108700,Grandes Rios,PR,2006,1480.0,9.0,6.081081081081081
4108908,Guairaçá,PR,2006,1900.0,10.0,5.2631578947368425
4108957,Guamiranga,PR,2006,3800.0,19.0,5.0
4109005,Guapirama,PR,2006,576.0,3.0,5.208333333333333
4109104,Guaporema,PR,2006,350.0,3.0,8.571428571428571
4109203,Guaraci,PR,2006,1301.0,9.0,6.917755572636434
4109302,Guaraniaçu,PR,2006,8930.0,43.0,4.8152295632698765
4109401,Guarapuava,PR,2006,10200.0,51.0,5.0
4109500,Guaraqueçaba,PR,2006,1400.0,15.0,10.714285714285714
4108809,Guaíra,PR,2006,5850.0,18.0,3.076923076923077
4109658,Honório Serpa,PR,2006,10037.0,65.0,6.476038656969214
4109708,Ibaiti,PR,2006,20000.0,96.0,4.8
4109757,Ibema,PR,2006,357.0,2.0,5.602240896358543
4109807,Ibiporã,PR,2006,215.0,1.0,4.651162790697675
4109906,Icaraíma,PR,2006,1996.0,7.0,3.5070140280561124
4110003,Iguaraçu,PR,2006,998.0,7.0,7.014028056112225
4110052,Iguatu,PR,2006,495.0,2.0,4.040404040404041
4110078,Imbaú,PR,2006,10000.0,26.0,2.6
4110102,Imbituva,PR,2006,19500.0,98.0,5.0256410256410255
4110201,Inácio Martins,PR,2006,28600.0,143.0,5.0
4110508,Ipiranga,PR,2006,13850.0,76.0,5.487364620938628
4110607,Iporã,PR,2006,1473.0,5.0,3.3944331296673456
4110656,Iracema do Oeste,PR,2006,91.0,1.0,10.989010989010989
4110706,Irati,PR,2006,23000.0,115.0,5.0
4110805,Iretama,PR,2006,600.0,3.0,5.0
4110904,Itaguajé,PR,2006,300.0,2.0,6.666666666666667
4110953,Itaipulândia,PR,2006,14000.0,70.0,5.0
4111001,Itambaracá,PR,2006,150.0,1.0,6.666666666666667
4111100,Itambé,PR,2006,280.0,2.0,7.142857142857143
4111209,Itapejara d'Oeste,PR,2006,19245.0,125.0,6.495193556767991
4111258,Itaperuçu,PR,2006,3775.0,13.0,3.443708609271523
4111308,Itaúna do Sul,PR,2006,1350.0,7.0,5.185185185185185
4111506,Ivaiporã,PR,2006,570.0,3.0,5.2631578947368425
4111605,Ivatuba,PR,2006,450.0,3.0,6.666666666666667
4111555,Ivaté,PR,2006,1484.0,5.0,3.3692722371967654
4111407,Ivaí,PR,2006,41000.0,213.0,5.195121951219512
4111704,Jaboti,PR,2006,5000.0,24.0,4.8
4111803,Jacarezinho,PR,2006,2900.0,26.0,8.96551724137931
4111902,Jaguapitã,PR,2006,1140.0,8.0,7.017543859649122
4112009,Jaguariaíva,PR,2006,14297.0,100.0,6.994474365251452
4112108,Jandaia do Sul,PR,2006,2100.0,17.0,8.095238095238095
4112207,Janiópolis,PR,2006,3100.0,9.0,2.903225806451613
4112306,Japira,PR,2006,25000.0,121.0,4.84
4112405,Japurá,PR,2006,5000.0,20.0,4.0
4112504,Jardim Alegre,PR,2006,800.0,5.0,6.25
